==86619== NVPROF is profiling process 86619, command: ./bin/spmv -m ./res/shipsec5.mtx --prof --opt 1 --dd-p 99
==86619== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==86619== Profiling application: ./bin/spmv -m ./res/shipsec5.mtx --prof --opt 1 --dd-p 99
==86619== Profiling result:
==86619== Metric result:
Invocations                               Metric Name                                               Metric Description         Min         Max         Avg
          1                  gld_requested_throughput                                 Requested Global Load Throughput  783.61GB/s  783.61GB/s  783.61GB/s
          1                  gst_requested_throughput                                Requested Global Store Throughput  7.1289GB/s  7.1289GB/s  7.1289GB/s
          1                            gld_throughput                                           Global Load Throughput  1388.9GB/s  1388.9GB/s  1388.9GB/s
          1                            gst_throughput                                          Global Store Throughput  28.515GB/s  28.515GB/s  28.515GB/s
          1                     local_memory_overhead                                            Local Memory Overhead       6.28%       6.28%       6.28%
          1                        tex_cache_hit_rate                                           Unified Cache Hit Rate      45.02%      45.02%      45.02%
          1                      l2_tex_read_hit_rate                                      L2 Hit Rate (Texture Reads)      43.50%      43.50%      43.50%
          1                     l2_tex_write_hit_rate                                     L2 Hit Rate (Texture Writes)      94.11%      94.11%      94.11%
          1                      dram_read_throughput                                    Device Memory Read Throughput  502.71GB/s  502.71GB/s  502.71GB/s
          1                     dram_write_throughput                                   Device Memory Write Throughput  14.139GB/s  14.139GB/s  14.139GB/s
          1                      tex_cache_throughput                       Unified cache to Multiprocessor throughput  4074.1GB/s  4074.1GB/s  4074.1GB/s
          1                    l2_tex_read_throughput                                    L2 Throughput (Texture Reads)  766.45GB/s  766.45GB/s  766.45GB/s
          1                   l2_tex_write_throughput                                   L2 Throughput (Texture Writes)  28.515GB/s  28.515GB/s  28.515GB/s
          1                        l2_read_throughput                                            L2 Throughput (Reads)  766.95GB/s  766.95GB/s  766.95GB/s
          1                       l2_write_throughput                                           L2 Throughput (Writes)  29.318GB/s  29.318GB/s  29.318GB/s
          1                    sysmem_read_throughput                                    System Memory Read Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                   sysmem_write_throughput                                   System Memory Write Throughput  831.22KB/s  831.22KB/s  831.21KB/s
          1                     local_load_throughput                                     Local Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                    local_store_throughput                                    Local Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                    shared_load_throughput                                    Shared Memory Load Throughput  2187.0GB/s  2187.0GB/s  2187.0GB/s
          1                   shared_store_throughput                                   Shared Memory Store Throughput  1637.3GB/s  1637.3GB/s  1637.3GB/s
          1                            gld_efficiency                                    Global Memory Load Efficiency      56.42%      56.42%      56.42%
          1                            gst_efficiency                                   Global Memory Store Efficiency      25.00%      25.00%      25.00%
          1                    tex_cache_transactions                     Unified cache to Multiprocessor transactions     6424365     6424365     6424365
          1                             flop_count_dp                      Floating Point Operations(Double Precision)    43131610    43131610    43131610
          1                         flop_count_dp_add                  Floating Point Operations(Double Precision Add)    34649782    34649782    34649782
          1                         flop_count_dp_fma                  Floating Point Operations(Double Precision FMA)     4240914     4240914     4240914
          1                         flop_count_dp_mul                  Floating Point Operations(Double Precision Mul)           0           0           0
          1                             flop_count_sp                      Floating Point Operations(Single Precision)     5872182     5872182     5872182
          1                         flop_count_sp_add                  Floating Point Operations(Single Precision Add)           0           0           0
          1                         flop_count_sp_fma                  Floating Point Operations(Single Precision FMA)           0           0           0
          1                         flop_count_sp_mul                   Floating Point Operation(Single Precision Mul)     5872182     5872182     5872182
          1                     flop_count_sp_special              Floating Point Operations(Single Precision Special)           0           0           0
          1                             inst_executed                                            Instructions Executed   220497114   220497114   220497114
          1                               inst_issued                                              Instructions Issued    28585785    28585785    28585785
          1                          dram_utilization                                        Device Memory Utilization     Mid (6)     Mid (6)     Mid (6)
          1                        sysmem_utilization                                        System Memory Utilization     Low (1)     Low (1)     Low (1)
          1                          stall_inst_fetch                         Issue Stall Reasons (Instructions Fetch)       4.54%       4.54%       4.54%
          1                     stall_exec_dependency                       Issue Stall Reasons (Execution Dependency)      13.07%      13.07%      13.07%
          1                   stall_memory_dependency                               Issue Stall Reasons (Data Request)      77.64%      77.64%      77.64%
          1                             stall_texture                                    Issue Stall Reasons (Texture)       0.00%       0.00%       0.00%
          1                                stall_sync                            Issue Stall Reasons (Synchronization)       0.00%       0.00%       0.00%
          1                               stall_other                                      Issue Stall Reasons (Other)       0.64%       0.64%       0.64%
          1          stall_constant_memory_dependency                         Issue Stall Reasons (Immediate constant)       0.05%       0.05%       0.05%
          1                           stall_pipe_busy                                  Issue Stall Reasons (Pipe Busy)       1.76%       1.76%       1.76%
          1                         shared_efficiency                                         Shared Memory Efficiency      66.55%      66.55%      66.55%
          1                                inst_fp_32                                          FP Instructions(Single)     5872182     5872182     5872182
          1                                inst_fp_64                                          FP Instructions(Double)    38890696    38890696    38890696
          1                              inst_integer                                             Integer Instructions   206624095   206624095   206624095
          1                          inst_bit_convert                                         Bit-Convert Instructions     5872182     5872182     5872182
          1                              inst_control                                        Control-Flow Instructions   138038784   138038784   138038784
          1                        inst_compute_ld_st                                          Load/Store Instructions   118470688   118470688   118470688
          1                                 inst_misc                                                Misc Instructions    98068461    98068461    98068461
          1           inst_inter_thread_communication                                        Inter-Thread Instructions           0           0           0
          1                               issue_slots                                                      Issue Slots    28585785    28585785    28585785
          1                                 cf_issued                                 Issued Control-Flow Instructions     9778730     9778730     9778730
          1                               cf_executed                               Executed Control-Flow Instructions     9778730     9778730     9778730
          1                               ldst_issued                                   Issued Load/Store Instructions     5956494     5956494     5956494
          1                             ldst_executed                                 Executed Load/Store Instructions     5956494     5956494     5956494
          1                       atomic_transactions                                              Atomic Transactions           0           0           0
          1           atomic_transactions_per_request                                  Atomic Transactions Per Request    0.000000    0.000000    0.000000
          1                      l2_atomic_throughput                                  L2 Throughput (Atomic requests)  0.00000B/s  0.00000B/s  0.00000B/s
          1                    l2_atomic_transactions                                L2 Transactions (Atomic requests)           0           0           0
          1                  l2_tex_read_transactions                                  L2 Transactions (Texture Reads)     4834366     4834366     4834366
          1                     stall_memory_throttle                            Issue Stall Reasons (Memory Throttle)       0.13%       0.13%       0.13%
          1                        stall_not_selected                               Issue Stall Reasons (Not Selected)       2.17%       2.17%       2.17%
          1                 l2_tex_write_transactions                                 L2 Transactions (Texture Writes)      179860      179860      179860
          1                             flop_count_hp                        Floating Point Operations(Half Precision)           0           0           0
          1                         flop_count_hp_add                    Floating Point Operations(Half Precision Add)           0           0           0
          1                         flop_count_hp_mul                     Floating Point Operation(Half Precision Mul)           0           0           0
          1                         flop_count_hp_fma                    Floating Point Operations(Half Precision FMA)           0           0           0
          1                                inst_fp_16                                            HP Instructions(Half)           0           0           0
          1                                       ipc                                                     Executed IPC    1.401227    1.401227    1.401227
          1                                issued_ipc                                                       Issued IPC    1.416928    1.416928    1.416928
          1                    issue_slot_utilization                                           Issue Slot Utilization      35.42%      35.42%      35.42%
          1                             sm_efficiency                                          Multiprocessor Activity      96.70%      96.70%      96.70%
          1                        achieved_occupancy                                               Achieved Occupancy    0.925538    0.925538    0.925538
          1                  eligible_warps_per_cycle                                  Eligible Warps Per Active Cycle    2.619971    2.619971    2.619971
          1                        shared_utilization                                        Shared Memory Utilization     Low (1)     Low (1)     Low (1)
          1                            l2_utilization                                             L2 Cache Utilization     Low (2)     Low (2)     Low (2)
          1                           tex_utilization                                        Unified Cache Utilization     Mid (4)     Mid (4)     Mid (4)
          1                       ldst_fu_utilization                             Load/Store Function Unit Utilization     Low (3)     Low (3)     Low (3)
          1                         cf_fu_utilization                           Control-Flow Function Unit Utilization     Low (2)     Low (2)     Low (2)
          1                        tex_fu_utilization                                Texture Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1                    special_fu_utilization                                Special Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1             half_precision_fu_utilization                         Half-Precision Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1           single_precision_fu_utilization                       Single-Precision Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1           double_precision_fu_utilization                       Double-Precision Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1                        flop_hp_efficiency                                       FLOP Efficiency(Peak Half)       0.00%       0.00%       0.00%
          1                        flop_sp_efficiency                                     FLOP Efficiency(Peak Single)       0.22%       0.22%       0.22%
          1                        flop_dp_efficiency                                     FLOP Efficiency(Peak Double)       3.23%       3.23%       3.23%
          1                   sysmem_read_utilization                                   System Memory Read Utilization    Idle (0)    Idle (0)    Idle (0)
          1                  sysmem_write_utilization                                  System Memory Write Utilization     Low (1)     Low (1)     Low (1)
          1                            stall_sleeping                                   Issue Stall Reasons (Sleeping)       0.00%       0.00%       0.00%
          1               pcie_total_data_transmitted                                      PCIe Total Data Transmitted         512         512         512
          1                  pcie_total_data_received                                         PCIe Total Data Received           0           0           0
          1                inst_executed_global_loads                         Warp level instructions for global loads     1999574     1999574     1999574
          1                 inst_executed_local_loads                          Warp level instructions for local loads           0           0           0
          1                inst_executed_shared_loads                         Warp level instructions for shared loads     1798600     1798600     1798600
          1               inst_executed_surface_loads                        Warp level instructions for surface loads           0           0           0
          1               inst_executed_global_stores                        Warp level instructions for global stores      179860      179860      179860
          1                inst_executed_local_stores                         Warp level instructions for local stores           0           0           0
          1               inst_executed_shared_stores                        Warp level instructions for shared stores     1438880     1438880     1438880
          1              inst_executed_surface_stores                       Warp level instructions for surface stores           0           0           0
          1              inst_executed_global_atomics             Warp level instructions for global atom and atom cas           0           0           0
          1           inst_executed_global_reductions                    Warp level instructions for global reductions           0           0           0
          1             inst_executed_surface_atomics            Warp level instructions for surface atom and atom cas           0           0           0
          1          inst_executed_surface_reductions                   Warp level instructions for surface reductions           0           0           0
          1              inst_executed_shared_atomics             Warp level shared instructions for atom and atom CAS           0           0           0
          1                     inst_executed_tex_ops                              Warp level instructions for texture           0           0           0
          1                           dram_read_bytes                           Total bytes read from DRAM to L2 cache   101466240   101466240   101466240
          1                          dram_write_bytes                        Total bytes written from L2 cache to DRAM     2853792     2853792     2853792
          1                      global_load_requests         Total number of global load requests from Multiprocessor     1999574     1999574     1999574
          1                       local_load_requests          Total number of local load requests from Multiprocessor           0           0           0
          1                     surface_load_requests        Total number of surface load requests from Multiprocessor           0           0           0
          1                     global_store_requests        Total number of global store requests from Multiprocessor      179860      179860      179860
          1                      local_store_requests         Total number of local store requests from Multiprocessor           0           0           0
          1                    surface_store_requests       Total number of surface store requests from Multiprocessor           0           0           0
          1                    global_atomic_requests       Total number of global atomic requests from Multiprocessor           0           0           0
          1                 global_reduction_requests    Total number of global reduction requests from Multiprocessor           0           0           0
          1                   surface_atomic_requests      Total number of surface atomic requests from Multiprocessor           0           0           0
          1                surface_reduction_requests   Total number of surface reduction requests from Multiprocessor           0           0           0
          1                      l2_global_load_bytes             Bytes read from L2 for misses in L1 for global loads   149045216   149045216   149045216
          1                       l2_local_load_bytes              Bytes read from L2 for misses in L1 for local loads           0           0           0
          1                     l2_surface_load_bytes            Bytes read from L2 for misses in L1 for surface loads           0           0           0
          1              l2_global_atomic_store_bytes                   Bytes written to L2 from L1 for global atomics           0           0           0
          1               l2_local_global_store_bytes         Bytes written to L2 from L1 for local and global stores.     5755520     5755520     5755520
          1                    l2_surface_store_bytes           Bytes read from L2 for misses in L1 for surface stores           0           0           0
          1                         sysmem_read_bytes                                         System Memory Read Bytes           0           0           0
          1                        sysmem_write_bytes                                        System Memory Write Bytes         160         160         160
          1                           l2_tex_hit_rate                                                L2 Cache Hit Rate      45.32%      45.32%      45.32%
          1                     texture_load_requests        Total number of texture Load requests from Multiprocessor           0           0           0
          1           tensor_precision_fu_utilization                       Tensor-Precision Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
    Kernel: void kernel_spmv_CSR_vector_CUSP<double, double, unsigned int=32>(unsigned int, double const *, double const *, int const *, int const *, double*)
          1                             inst_per_warp                                            Instructions per warp  759.215017  759.215017  759.215017
          1                         branch_efficiency                                                Branch Efficiency      77.38%      77.38%      77.38%
          1                 warp_execution_efficiency                                        Warp Execution Efficiency      94.67%      94.67%      94.67%
          1         warp_nonpred_execution_efficiency                         Warp Non-Predicated Execution Efficiency      90.04%      90.04%      90.04%
          1                      inst_replay_overhead                                      Instruction Replay Overhead    0.007313    0.007313    0.007313
          1      shared_load_transactions_per_request                      Shared Memory Load Transactions Per Request    2.134183    2.134183    2.134183
          1     shared_store_transactions_per_request                     Shared Memory Store Transactions Per Request    1.908808    1.908808    1.908808
          1       local_load_transactions_per_request                       Local Memory Load Transactions Per Request    0.000000    0.000000    0.000000
          1      local_store_transactions_per_request                      Local Memory Store Transactions Per Request    0.000000    0.000000    0.000000
          1              gld_transactions_per_request                             Global Load Transactions Per Request    4.223290    4.223290    4.223290
          1              gst_transactions_per_request                            Global Store Transactions Per Request    1.000000    1.000000    1.000000
          1                 shared_store_transactions                                        Shared Store Transactions     2403228     2403228     2403228
          1                  shared_load_transactions                                         Shared Load Transactions     3070833     3070833     3070833
          1                   local_load_transactions                                          Local Load Transactions           0           0           0
          1                  local_store_transactions                                         Local Store Transactions           0           0           0
          1                          gld_transactions                                         Global Load Transactions     8264459     8264459     8264459
          1                          gst_transactions                                        Global Store Transactions      179860      179860      179860
          1                  sysmem_read_transactions                                  System Memory Read Transactions           0           0           0
          1                 sysmem_write_transactions                                 System Memory Write Transactions           5           5           5
          1                      l2_read_transactions                                             L2 Read Transactions     4977708     4977708     4977708
          1                     l2_write_transactions                                            L2 Write Transactions      185000      185000      185000
          1                    dram_read_transactions                                  Device Memory Read Transactions     3859897     3859897     3859897
          1                   dram_write_transactions                                 Device Memory Write Transactions      155483      155483      155483
          1                           global_hit_rate                                Global Hit Rate in unified l1/tex      41.30%      41.30%      41.30%
          1                            local_hit_rate                                                   Local Hit Rate       0.00%       0.00%       0.00%
          1                  gld_requested_throughput                                 Requested Global Load Throughput  1043.8GB/s  1043.8GB/s  1043.8GB/s
          1                  gst_requested_throughput                                Requested Global Store Throughput  7.3730GB/s  7.3730GB/s  7.3730GB/s
          1                            gld_throughput                                           Global Load Throughput  1355.1GB/s  1355.1GB/s  1355.1GB/s
          1                            gst_throughput                                          Global Store Throughput  29.492GB/s  29.492GB/s  29.492GB/s
          1                     local_memory_overhead                                            Local Memory Overhead       3.81%       3.81%       3.81%
          1                        tex_cache_hit_rate                                           Unified Cache Hit Rate      39.38%      39.38%      39.38%
          1                      l2_tex_read_hit_rate                                      L2 Hit Rate (Texture Reads)      28.94%      28.94%      28.94%
          1                     l2_tex_write_hit_rate                                     L2 Hit Rate (Texture Writes)      94.03%      94.03%      94.03%
          1                      dram_read_throughput                                    Device Memory Read Throughput  632.92GB/s  632.92GB/s  632.92GB/s
          1                     dram_write_throughput                                   Device Memory Write Throughput  25.495GB/s  25.495GB/s  25.495GB/s
          1                      tex_cache_throughput                       Unified cache to Multiprocessor throughput  3834.8GB/s  3834.8GB/s  3834.8GB/s
          1                    l2_tex_read_throughput                                    L2 Throughput (Texture Reads)  815.61GB/s  815.61GB/s  815.61GB/s
          1                   l2_tex_write_throughput                                   L2 Throughput (Texture Writes)  29.492GB/s  29.492GB/s  29.492GB/s
          1                        l2_read_throughput                                            L2 Throughput (Reads)  816.21GB/s  816.21GB/s  816.21GB/s
          1                       l2_write_throughput                                           L2 Throughput (Writes)  30.335GB/s  30.335GB/s  30.335GB/s
          1                    sysmem_read_throughput                                    System Memory Read Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                   sysmem_write_throughput                                   System Memory Write Throughput  859.69KB/s  859.69KB/s  859.68KB/s
          1                     local_load_throughput                                     Local Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                    local_store_throughput                                    Local Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                    shared_load_throughput                                    Shared Memory Load Throughput  2014.1GB/s  2014.1GB/s  2014.1GB/s
          1                   shared_store_throughput                                   Shared Memory Store Throughput  1576.3GB/s  1576.3GB/s  1576.3GB/s
          1                            gld_efficiency                                    Global Memory Load Efficiency      77.02%      77.02%      77.02%
          1                            gst_efficiency                                   Global Memory Store Efficiency      25.00%      25.00%      25.00%
          1                    tex_cache_transactions                     Unified cache to Multiprocessor transactions     5846686     5846686     5846686
          1                             flop_count_dp                      Floating Point Operations(Double Precision)    49003792    49003792    49003792
          1                         flop_count_dp_add                  Floating Point Operations(Double Precision Add)    28777600    28777600    28777600
          1                         flop_count_dp_fma                  Floating Point Operations(Double Precision FMA)    10113096    10113096    10113096
          1                         flop_count_dp_mul                  Floating Point Operations(Double Precision Mul)           0           0           0
          1                             flop_count_sp                      Floating Point Operations(Single Precision)           0           0           0
          1                         flop_count_sp_add                  Floating Point Operations(Single Precision Add)           0           0           0
          1                         flop_count_sp_fma                  Floating Point Operations(Single Precision FMA)           0           0           0
          1                         flop_count_sp_mul                   Floating Point Operation(Single Precision Mul)           0           0           0
          1                     flop_count_sp_special              Floating Point Operations(Single Precision Special)           0           0           0
          1                             inst_executed                                            Instructions Executed    22615128    22615128    22615128
          1                               inst_issued                                              Instructions Issued    22780189    22780189    22780189
          1                          dram_utilization                                        Device Memory Utilization    High (8)    High (8)    High (8)
          1                        sysmem_utilization                                        System Memory Utilization     Low (1)     Low (1)     Low (1)
          1                          stall_inst_fetch                         Issue Stall Reasons (Instructions Fetch)       2.85%       2.85%       2.85%
          1                     stall_exec_dependency                       Issue Stall Reasons (Execution Dependency)      11.08%      11.08%      11.08%
          1                   stall_memory_dependency                               Issue Stall Reasons (Data Request)      82.36%      82.36%      82.36%
          1                             stall_texture                                    Issue Stall Reasons (Texture)       0.00%       0.00%       0.00%
          1                                stall_sync                            Issue Stall Reasons (Synchronization)       0.00%       0.00%       0.00%
          1                               stall_other                                      Issue Stall Reasons (Other)       0.69%       0.69%       0.69%
          1          stall_constant_memory_dependency                         Issue Stall Reasons (Immediate constant)       0.09%       0.09%       0.09%
          1                           stall_pipe_busy                                  Issue Stall Reasons (Pipe Busy)       1.21%       1.21%       1.21%
          1                         shared_efficiency                                         Shared Memory Efficiency      72.90%      72.90%      72.90%
          1                                inst_fp_32                                          FP Instructions(Single)           0           0           0
          1                                inst_fp_64                                          FP Instructions(Double)    38890696    38890696    38890696
          1                              inst_integer                                             Integer Instructions   176526472   176526472   176526472
          1                          inst_bit_convert                                         Bit-Convert Instructions           0           0           0
          1                              inst_control                                        Control-Flow Instructions    97754380    97754380    97754380
          1                        inst_compute_ld_st                                          Load/Store Instructions   106240208   106240208   106240208
          1                                 inst_misc                                                Misc Instructions    81672242    81672242    81672242
          1           inst_inter_thread_communication                                        Inter-Thread Instructions           0           0           0
          1                               issue_slots                                                      Issue Slots    22780189    22780189    22780189
          1                                 cf_issued                                 Issued Control-Flow Instructions     6202351     6202351     6202351
          1                               cf_executed                               Executed Control-Flow Instructions     6202351     6202351     6202351
          1                               ldst_issued                                   Issued Load/Store Instructions     5374217     5374217     5374217
          1                             ldst_executed                                 Executed Load/Store Instructions     5374217     5374217     5374217
          1                       atomic_transactions                                              Atomic Transactions           0           0           0
          1           atomic_transactions_per_request                                  Atomic Transactions Per Request    0.000000    0.000000    0.000000
          1                      l2_atomic_throughput                                  L2 Throughput (Atomic requests)  0.00000B/s  0.00000B/s  0.00000B/s
          1                    l2_atomic_transactions                                L2 Transactions (Atomic requests)           0           0           0
          1                  l2_tex_read_transactions                                  L2 Transactions (Texture Reads)     4974082     4974082     4974082
          1                     stall_memory_throttle                            Issue Stall Reasons (Memory Throttle)       0.15%       0.15%       0.15%
          1                        stall_not_selected                               Issue Stall Reasons (Not Selected)       1.58%       1.58%       1.58%
          1                 l2_tex_write_transactions                                 L2 Transactions (Texture Writes)      179860      179860      179860
          1                             flop_count_hp                        Floating Point Operations(Half Precision)           0           0           0
          1                         flop_count_hp_add                    Floating Point Operations(Half Precision Add)           0           0           0
          1                         flop_count_hp_mul                     Floating Point Operation(Half Precision Mul)           0           0           0
          1                         flop_count_hp_fma                    Floating Point Operations(Half Precision FMA)           0           0           0
          1                                inst_fp_16                                            HP Instructions(Half)           0           0           0
          1                                       ipc                                                     Executed IPC    0.458282    0.458282    0.458282
          1                                issued_ipc                                                       Issued IPC    1.160597    1.160597    1.160597
          1                    issue_slot_utilization                                           Issue Slot Utilization      29.01%      29.01%      29.01%
          1                             sm_efficiency                                          Multiprocessor Activity      99.58%      99.58%      99.58%
          1                        achieved_occupancy                                               Achieved Occupancy    0.925485    0.925485    0.925485
          1                  eligible_warps_per_cycle                                  Eligible Warps Per Active Cycle    2.051976    2.051976    2.051976
          1                        shared_utilization                                        Shared Memory Utilization     Low (1)     Low (1)     Low (1)
          1                            l2_utilization                                             L2 Cache Utilization     Low (2)     Low (2)     Low (2)
          1                           tex_utilization                                        Unified Cache Utilization     Low (3)     Low (3)     Low (3)
          1                       ldst_fu_utilization                             Load/Store Function Unit Utilization     Low (3)     Low (3)     Low (3)
          1                         cf_fu_utilization                           Control-Flow Function Unit Utilization     Low (2)     Low (2)     Low (2)
          1                        tex_fu_utilization                                Texture Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1                    special_fu_utilization                                Special Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1             half_precision_fu_utilization                         Half-Precision Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1           single_precision_fu_utilization                       Single-Precision Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1           double_precision_fu_utilization                       Double-Precision Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1                        flop_hp_efficiency                                       FLOP Efficiency(Peak Half)       0.00%       0.00%       0.00%
          1                        flop_sp_efficiency                                     FLOP Efficiency(Peak Single)       0.00%       0.00%       0.00%
          1                        flop_dp_efficiency                                     FLOP Efficiency(Peak Double)       3.77%       3.77%       3.77%
          1                   sysmem_read_utilization                                   System Memory Read Utilization    Idle (0)    Idle (0)    Idle (0)
          1                  sysmem_write_utilization                                  System Memory Write Utilization     Low (1)     Low (1)     Low (1)
          1                            stall_sleeping                                   Issue Stall Reasons (Sleeping)       0.00%       0.00%       0.00%
          1               pcie_total_data_transmitted                                      PCIe Total Data Transmitted           0           0           0
          1                  pcie_total_data_received                                         PCIe Total Data Received           0           0           0
          1                inst_executed_global_loads                         Warp level instructions for global loads     1956877     1956877     1956877
          1                 inst_executed_local_loads                          Warp level instructions for local loads           0           0           0
          1                inst_executed_shared_loads                         Warp level instructions for shared loads     1438880     1438880     1438880
          1               inst_executed_surface_loads                        Warp level instructions for surface loads           0           0           0
          1               inst_executed_global_stores                        Warp level instructions for global stores      179860      179860      179860
          1                inst_executed_local_stores                         Warp level instructions for local stores           0           0           0
          1               inst_executed_shared_stores                        Warp level instructions for shared stores     1259020     1259020     1259020
          1              inst_executed_surface_stores                       Warp level instructions for surface stores           0           0           0
          1              inst_executed_global_atomics             Warp level instructions for global atom and atom cas           0           0           0
          1           inst_executed_global_reductions                    Warp level instructions for global reductions           0           0           0
          1             inst_executed_surface_atomics            Warp level instructions for surface atom and atom cas           0           0           0
          1          inst_executed_surface_reductions                   Warp level instructions for surface reductions           0           0           0
          1              inst_executed_shared_atomics             Warp level shared instructions for atom and atom CAS           0           0           0
          1                     inst_executed_tex_ops                              Warp level instructions for texture           0           0           0
          1                           dram_read_bytes                           Total bytes read from DRAM to L2 cache   123516704   123516704   123516704
          1                          dram_write_bytes                        Total bytes written from L2 cache to DRAM     4975456     4975456     4975456
          1                      global_load_requests         Total number of global load requests from Multiprocessor     1956877     1956877     1956877
          1                       local_load_requests          Total number of local load requests from Multiprocessor           0           0           0
          1                     surface_load_requests        Total number of surface load requests from Multiprocessor           0           0           0
          1                     global_store_requests        Total number of global store requests from Multiprocessor      179860      179860      179860
          1                      local_store_requests         Total number of local store requests from Multiprocessor           0           0           0
          1                    surface_store_requests       Total number of surface store requests from Multiprocessor           0           0           0
          1                    global_atomic_requests       Total number of global atomic requests from Multiprocessor           0           0           0
          1                 global_reduction_requests    Total number of global reduction requests from Multiprocessor           0           0           0
          1                   surface_atomic_requests      Total number of surface atomic requests from Multiprocessor           0           0           0
          1                surface_reduction_requests   Total number of surface reduction requests from Multiprocessor           0           0           0
          1                      l2_global_load_bytes             Bytes read from L2 for misses in L1 for global loads   157251552   157251552   157251552
          1                       l2_local_load_bytes              Bytes read from L2 for misses in L1 for local loads           0           0           0
          1                     l2_surface_load_bytes            Bytes read from L2 for misses in L1 for surface loads           0           0           0
          1              l2_global_atomic_store_bytes                   Bytes written to L2 from L1 for global atomics           0           0           0
          1               l2_local_global_store_bytes         Bytes written to L2 from L1 for local and global stores.     5755520     5755520     5755520
          1                    l2_surface_store_bytes           Bytes read from L2 for misses in L1 for surface stores           0           0           0
          1                         sysmem_read_bytes                                         System Memory Read Bytes           0           0           0
          1                        sysmem_write_bytes                                        System Memory Write Bytes         160         160         160
          1                           l2_tex_hit_rate                                                L2 Cache Hit Rate      31.21%      31.21%      31.21%
          1                     texture_load_requests        Total number of texture Load requests from Multiprocessor           0           0           0
          1           tensor_precision_fu_utilization                       Tensor-Precision Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
